,Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,Description,PetID,PhotoAmt,AdoptionSpeed
4306,2,"3 Lil' Meowketeers - Monty, Mika & Mulan",4,266,0,3,1,4,7,1,1,1,1,2,1,3,50,41401,9e3ddb801f1df10cdd0f41eb96bc6ced,0,"Attention to; Full time cat lover These 3 adorable, active, cuddly and playful furkids are looking forward to a forever home sweet home and a full time committed new mommy and daddy/brother or sister who will take care of them the rest of their life. I really hope you out there can help me to love and take care of them as I am sad and heavy hearted to let them go but unfortunately cannot afford to adopt more. Detail below (brief); 1. Done 1st vaccine and 2nd vaccine (Adoption fee is RM50 thats their vaccination fee per pax. Their makan and medication I halalkan) 2. They sleep with human. 3. Never been cage.(Been in carrier only for vet visit other than that they roaming around freely indoor). 4. Litter box trained 5. Trained to understand 'NO"" word.(Training is ongoing and remind you it takes time) 6. Will melt your heart due to high level of cuteness. 7.For more detail, photos, video, etc. contact me. I know its hard to adopt more than one in a time but I hope you can adopt 3 or 2 since their are inseparable. Watsapp me if you seriously interested and commited. Hear from you soon. Thank you. Amanda",e4aadf23c,3.0,4
11665,1,Mixed Breed Puppy,0,307,0,3,2,4,7,2,1,2,2,2,1,3,0,41326,5d14892672d16f71338e83090e640987,0,"3 Cute New Born Puppies for Adoption 4 weeks Olds 2 Male and 1 female Place : Bandar Bukit Raja, Klang Contact Simon Ting",d86f635fb,6.0,2
12038,2,Lovely Mum & Kittens,2,265,0,3,1,6,7,1,2,2,2,2,1,7,0,41327,d4114079d327589fed5b4a0526a657af,0,"I was at the mall at Giant supermarket at Alor Setar. Found this lovely family of mummy with 5-6 kittens, such a beautiful picture :-) The mummy and all kittens look health and well maintain, I think someone has just drop off this group. Anyone who is willing to adopt them, I am willing to send them to Penang or somewher along the North South Highway from ALor Setar to Penang. If you are KL or down south, we could figure out a way to transfer this family or any of the cat/kittens. Please call me cause I would need to quickly pick them up from the mall. Please call me ASAP at",00b00d5c1,3.0,2
5688,1,"Tofu, Nobu, Igloo, Asuka, Piglet",10,307,0,3,1,2,5,2,2,3,3,3,2,5,0,41326,24a9c0d4702c2ee1d7ea0ad93c6d3b35,0,"Hello there, I'm helping my friend here for those with good hearts to adopt her cats. Here are the details from her post: (URGENT!) Here I have one mother cat and her four kittens in need of a new loving home. Reasons to let go; (i) Little brother has an allergic reaction to cats and (ii) I, myself, am still studying so I could not afford to take care of them at the moment. Please be kind enough to give these babies a home. I am very sure that they'll be wonderful companions for life, the mother has been vaccinated and dewormed but not for the kids. Details: The mother is a strong three-legged cat born on the 15th of August and the kittens was born on the 1st of May . In the picture, Top left: Piglet (Male) Bottom left: Nobu (Male) Middle: Tofu, the mother. Top right: Asuka (Female) Bottom right: Igloo (Female) If you're up for adoption, send me a Whatsapp at (Julia) Location: KL/Shah Alam. OR (Hanafi) Location: Seremban, NS.",1b871dbaa,1.0,4
10635,1,Laksa And Latte,84,218,307,2,1,5,0,2,3,1,1,1,1,2,0,41326,7598d52408cda5e29cac761e84f092c6,0,"Laksa and Latte need a new loving home, as I am moving overseas. I adopted these two lovely terrier-mix girls 3 years ago from the SPCA where they were both abandoned around the same time...They are neutered and vaccinated, also sweet and good with kids. They are now roughly 8 and 4 years old according to SPCA estimates; playful, active and healthy. They are quiet and only bark when strangers pass by. Ideally they must stick together, so I do not wish to give them up for adoption separately.",f3778f601,3.0,3
12610,2,Jebat & Cleo,3,266,265,3,1,5,7,2,2,1,1,2,1,2,0,41401,6905e4fbe5658eef5f560b814898a5ee,0,"We are brother and sister. We were born in our fosterer's house. Our mommy is a resident stray at our fosterer's house. We have two other siblings, Cookie and Oreo, who are also up for adoption. We hope to find a new home within the next month. Our fosterer already has 5 cats of her own, plus other resident strays (including mommy) to feed. Jebat is a darling male kitten who is the most sociable and adventurous. He is a handsome black tabby with white socks and tummy, as well as a lovely long tail. Cleo is the prettiest and bravest among all. She has gorgeous fluffy white coat with creamy-brown marble patterns, as well as big blue eyes. We are currently on IAMS kibbles and wet food diet. We have been litter box trained (we're total pros at it!). We are clean and healthy, having been Frontlined and dewormed. We both like to play with each other and chase anything that moves, particularly toy balls and feathered teaser sticks. We also love cuddles and kisses, and our fosterer gives us lots of those. We would like to be adopted together and hope our new family will cuddle and kiss us all the time too! It would be the best thing ever if our new family could love and give us a forever home. :) Please contact our fosterer Aida at if you would like to adopt us. Thank you! :) --------------------------------------------------------------------------------- (P/S: all potential adopters are required to fill in the adoption form and decision will be made after giving the answers/feedback careful consideration in favour of Jebat & Cleo's current and future well-being. Jebat and Cleo MUST be adopted together.) ---------------------------------------------------------------------------------",71d36d5c4,11.0,3
9706,2,Sweet Pea And Oliver,2,266,0,3,3,7,0,2,1,2,1,2,1,2,0,41401,13b3c0d8590208d6e60e7118bc3b98d1,0,"My friends found sweet pea wandering around their neighborhood very alone and helpless. She was very skinny and they knew they had to help her. Unfortunately they're very allergic to cats so i'm sweet pea's foster mum now. While i was driving to my friends' place to pick up sweet pea i saw a tiny furry lump in the middle of the LDP highway. It was Oliver! I dashed out and grabbed him then picked up sweet pea and off we went to the vet! What a miserable trio we were. Both kittens were weak, dehydrated, and sickened by awful intestinal infections. Poor sweet pea had scratches on her face probably from a run-in with an adult cat. Little oliver was bleeding from his mouth and bled all over my skirt. The good news is they're both well on the road to complete recovery thanks to my regular vets. Sweet pea is about 3 months old with a white coat and pretty eyes. Oliver is a growing 6 week old Marmalade male with a tiny midget tail. They're playful rascals who like to wrestle with each other and enjoy a nice warm cuddle with people. These two needs lots of attention and responsible, caring families to care for them. They need PERMANENT homes. Vaccinations and neutering/spaying are compulsory for adoption. These two have had enough horrible experiences with the outside world. They are to be kept strictly indoors. Will post photos as soon as they're done with their courses of antibiotics. Come back soon for updates and visuals!",65b70bad8,12.0,2
2534,2,Whitey(?) & Bushy,3,285,266,3,6,7,0,2,2,2,2,2,1,2,0,41326,43bbad4b859a7c412b034840256eefbb,0,"Qwner of the cats is just a rescuer to keep cats near by their house to stay out of trouble or from being in trouble for they have a pretty animal unfriendly neighbourhood there. Here is whitey and bushy. There were suppose to be 5 of them, but due to the poor health of the mother cat when she was pregnant, which hasnt completely recover from the previous birth before escaped and pregnant again, most of them were born and died due to malnutrient. After 3 months i see the 2 kittens are getting in good shape although one of it is in sick condition. Whitey has some eye infection, but is getting better and clear up now for it starts to build up its own immune system. Bushy is currently having a pretty bad cough and might have some infection. The rescuer is a working lady and has no time to take care of them, and could not afford to bring them to the vet. I here by, hope someone would take these 2 kittens and give them a caring home and let them be healthy.",f1953d1cd,2.0,3
4085,1,Jessy & Messi,1,307,0,3,5,7,0,1,2,2,2,2,1,2,0,41401,35fe50b774ad851b7853fe0442a1b1a5,0,I found this puppies at my housing area 3days ago. Both are cute and active pups. I wish to have them both but my apartment management did not allowed it. Im finding someone who's willing to adopt BOTH babies.,65051faf7,0.0,4
13893,2,Luca & Bobby,1,265,0,1,3,6,7,2,2,2,1,2,1,2,0,41401,b5950e3453c98daba8642f721ce85ba9,1,Luca & Bobby are going to be 2 months old soon. They are already eating solid food. Very boisterous and active kittens. Would prefer that they be adopted together as they are very close with each other. If interested please call for further details. Thanks. Happy to inform that Luca & Bobby have been adopted by 2 good gentlemen. I know Luca & Bobby will be well taken care of and loved by their new owners and my wish is that they will lead a happy and healthy life together.,973dddde5,9.0,1
575,1,Mocha &Latte (can Be Renamed),2,189,307,1,1,5,0,3,2,2,2,2,1,2,100,41401,8e1939f6065348c7d186edef1ff3f3e1,0,"Puppies are healthy and playful. Looking for serious genuine adopters who can take care of them and provide them a lovely home. If you are interested, please email me and let me know a little about yourself and your dog ownership experience.",20d4ea30e,3.0,3
9018,2,Pick And Pocket,0,266,0,3,1,3,0,1,1,3,3,3,1,2,0,41326,630849bff5b4d5afaa24f06dbe90fe61,0,"We found these 2 tiny tiny kittens 2 nights ago in the rain, mewing like mad. We've taken them in and brought them to the vet and she's given us milk to feed them with and ointment for their eyes but we can't keep them. Anyone willing to take them in? We've named them Pick and Pocket. Pocket, the ginger one, is active, slightly temperamental and has crazy blue eyes. Pick is tiny and perpetually clinging to Pocket, so we'd like them to stay together. We're willing to concede on their names, but we thought they should have correlated names, like Peanut and Butter, or Hip and Hop, because they're so close. If you're interested in these two baby cats, drop me a line please and thank you. Cherry",274c7f123,4.0,4
3860,1,Choy Chai,60,307,0,1,1,0,0,2,2,2,2,3,1,2,1,41401,57c8a33087a843f4a0461a8407aefae5,0,"My house will be demolish by government, we can't afford to adopt this 2 dogs due to we need find place to rent .",b39ead375,1.0,4
13240,1,~6 Snow Baby~,1,39,141,3,1,2,7,2,2,3,3,3,1,6,0,41401,b53861ec2c7cf77f8a8008dd9cb98ebf,0,"My friends dogs was gave birth about 1 month ago,the pup mother is a labrador retriver mixed!We are not sure which type of the dogs are the papa,so we find the dog breed that looks like them.There was 6 pups been gave birth at march 4...",e98e609ac,7.0,2
6312,1,2 Black Puppies,1,307,307,2,1,2,0,2,2,2,2,2,1,2,0,41326,5e9c8e1a5e2421421c53d853a40beeca,0,Thanks for the kind people who came forward and adopt them and give it a home.. Really appreciate it ^^,c7cb34ee2,4.0,2
5849,2,AIDEN AND DIEVA,9,265,265,3,1,4,7,2,2,2,3,3,1,2,0,41330,d6afa629ea1d6b0098076cfe782d30a8,0,call this number if ur interesting,105fd5ad7,3.0,4
1343,2,Suki And Goku,2,264,0,3,1,2,4,3,3,2,2,2,1,2,250,41326,bc405a81288843632be9f23fa53a3a1d,0,Hye..this is suki..the tabby one.she is a female and her brother the yellow one named goku is a male.both of them are cute and potty trained..they are 2month old..the adoption fee is RM each..the fee will be used for other cat medication and their need..thank you..,f5257c5e4,2.0,3
903,2,Ciro And Juju,5,266,266,2,1,6,7,2,1,2,2,2,1,2,0,41326,c78ef6335c52db132d3acd8c9290845b,0,"Rescued at 7Eleven Section 9 Bangi on July when they're +-3 weeks. DSH with nice fur as i gave them Starpro. Ciro (Black & whte), Juju (Grey). Juju quit scare with unknown human but could be better once she getting known his new family.. whatsapp. Location : Bangi",133cc5f19,3.0,3
7593,1,Tutti & Frutti,11,307,307,2,2,7,0,2,1,1,3,1,1,2,0,41326,95746c0c8eedc3b35bbf946f58dd3a9d,0,This dynamic duo are sisters! Same same but different. They are quite small in size for mixed breeds and very friendly. I hope that these two beautiful girls can find a permanent home and family. Available for adoption separately.,12b1bce04,2.0,4
7264,1,Four Babies,2,128,19,3,2,5,7,2,1,1,1,1,1,4,0,41326,aeb78e196b74d77222860a9b466255ce,0,Four lovely puppies available for adoption. Jack Russel mixed breed. They've been found abandoned. Please give them a good home as I am urgently looking to rehome them. Been having them for two months now.,7b3332622,5.0,2
9178,1,Jack Russell Terier For Adoption!,1,128,129,3,1,2,7,1,2,2,3,3,1,3,0,41401,eaaf22c28570200164914648fdbb9e2e,0,"These are the children of a female Jack Russell Terrier that my aunt rear.They are kind of playful but cute.They are adorable too.I hope that people who like to adopt these angle will treat them well,love it and protect it.Thanks.^^",fa1d3af33,2.0,1
632,1,Save ME OR I'll Die #33,12,307,0,3,2,0,0,2,2,3,3,3,1,4,0,41401,ee2747ce26468ec44c7194e7d1d9dad9,0,"PLEASE RESCUE/ADOPT ME FROM KLANG POUND OR I WILL BE PUT TO DEATH BY THIS WEEK, 28/3/10. I don't want to die,and I will love you immensely for saving me. Help!!! Please call ----------------------------------------------------- Adoption Procedure: This dog has been caught by Majlis Perbandaran Klang, and if nobody comes forward to adopt it, it will be euthanized within a few days. Even owned dogs are also often caught, and the owners are not aware for it. Those wishing to adopt this pet from Klang Dog Pound, please follow the procedures below: 1. Drive to Pusat Kurungan Haiwan Lebuh Sultan Muhammad Kawasan Perindustrian Bandar Sultan Sulaiman Pelabuhan Klang Tel : (For Sat & Sun, opening hours are 8am - 12pm) 2. Secure a Borang Permohonan Tuntutan Anjing, Selepas Tempoh 7 hari. Complete it & ensure it is endorsed by the relevant officier & stamped with relevant chop. 3. Provide a photostated copy of your Identification Card or Passport with each application * policies & requirements stiffen day by day * Advisable to provide a copy of IC/Passport per application (Just in case) * Secure extra application if there is any inkling of additional adoption. * Don't expect any leniency (Even we committee members, slaves & beggars don't have any unless OK by big guy) 4. Please be compassionate. Put yourself in their shoes: locked inside knowing its over. THEY DO KNOW. 5. I have seen them wasted much close to D days. Don't tell me they didn't undergo heightened enxiety & despair in anticipation of the end. What's worse their owners never came for them. Directions to Klang Dog Pound ================================ 1) Use Kesas Highway 2) Head for North Port till you see the signboard that writes ""Melbourne 14 Days"", then turn Right 3) Keep Left and turn Left at traffic light 4) Stay beside flyover and turn Right at immediate traffic light 5) Drive towards Sultan Sulaiman Industrial Estate 6) Go up first set of flyover 7) Keep Left till you see Pusat Kurungan Haiwan signboard 8) Turn Left 9) Drive on till you see gravel road work beside retention pond at the right 10) Turn in and turn Right till you reach a blue-roofed pound",2418f7929,7.0,4
131,2,Ibu & Kitten Yg Diabaikan,3,266,0,3,1,7,0,2,2,3,3,3,1,2,0,41326,73ba1badbbec9b9a37671b0dc84c1d5e,0,Ibu & kitten ini milik jiran...saya pernah pulangkan....tp mrk hantar semula depan pintu rumah saya. Saya bercadang mencari keluarga baru untuk kucing ini kerana kami selalu tiada di rumah & berpindah. Plzzzzz....,2e4c1faf7,3.0,1
12619,1,Gary & Jihyo,2,307,307,3,2,3,0,2,1,2,1,2,1,2,0,41326,4e647092d3a619c5c5e3766e6106dd19,0,"We hope Gary & Jihyo can adopted together. They are very closed each other. They abandoned by somebody at my temporary rescue place on last Thursday (/) afternoon. Very simple T & C: 1. Please dont long time chain or lock them. 2. When you free please spend some time with them. 3. Agreed to finish the vaccination & deworm. 4. Agreed to spay / neutered them. 5. Every month at least send 1 time their photos or post it on FB. 6. Need provide the home address & phone no details. (If got FB as well). Think Probably Before You Get A PET! ADOPT instead to BUY! Contact: (Ms Chasline Chuah) What Apps, WeChat, Line or Viber available! Thanks.",4d3e3a146,9.0,3
9349,1,3 Litter Puppies,1,307,307,3,1,2,0,2,1,2,2,2,1,3,10,41336,73ffb18380a7bbb01b1351ff0c5b808c,0,"i adopt puppies mother on /12, after that found out that she is pregnant. She delivery 4 litter puppies on 7/3/12 anyone interested, pls contact Lek() for further information. thanks",6d55edd17,5.0,1
2946,1,Adorable Pups For Adoption,2,307,307,3,1,2,5,2,1,2,2,2,1,5,150,41326,d8f931d1af56ba1d70b78b60cd6ac460,0,"These are two separated rescues. In total 6 puppies. 1st rescue : Mother of the pups gave birth to them under a vehicle and there weas no other choice but to get them to a safe place. I have taken them in, they are well fed, totally adorable and as healthy as a horse! 2nd rescue : Pups found abandoned in a container. Fostered in house, well taken cared and healthy The adoption fee is an advance payment for neutering. Receipt will be given to adopters, Pups adopted must be brought to the vet panel for neutering when they reach 6 months of age. Please support T&c: 1) Must allow visitation 2) Must neuter",a17411df1,24.0,4
9255,1,Rottie Gals,2,307,0,2,1,2,5,2,1,1,1,2,1,3,0,41326,8b6c5cd067ada5f54ca5ffc7f7b5d896,0,3 Rottweiler mix2 months old female pup need good homes. If you can give 10+ years of love and care to any of them please call Jocelyn at to adopt. Only condition for adoption is adopter is required to commit to neutering pup by paying a neutering fee of rm to my regular vet st Mayo Animal Clinic upon adoption of pup. Receipt will be issued for reference when pup is ready for neutering.,8d6b89eff,7.0,3
2905,2,"Diamond, Stripes And Hammer",2,266,266,3,1,2,3,2,1,2,2,2,1,3,0,41326,4683fdfb21ab23a3c99e5bc52593bc66,0,Diamond is Female Stripes is Male Hammer is Female They are lovely energetic and lively kittens with interesting mixed colours of black grey and orange. All they want is someone to love and care for them.,d4bc5b7ca,1.0,3
7013,2,"Kookie, Haha, Mongji",2,266,0,3,2,3,4,1,2,2,2,2,1,3,0,41326,d4e6f0f529d852fcdd87f3befc6e13fd,0,"Semua kucing ni cute, aktif & manja. X susah nak jaga diorang. Semua pandai guna litter box. Just give them food and lots of love. All of these kittens were stray cats. Kitorang ambik bela elok-elok. Because of family matters, my nephews are living together with us now, and one of them is allergic to cats. Kesian sangat kucing-kucing ni duduk je dalam sangkar. We have 3 more adult cats, but they do not pose a problem because they only come back home when it's meal time. Saya berharap sangat ada org sanggup bela semua kucing ni sbb kesian sangat tengok nephew selalu kena asthma attack.",3cf9b501d,1.0,2
6365,1,"MINNIE, JUNIOR And MICKEY",2,307,0,3,2,5,0,1,1,2,2,2,1,3,0,41326,e74d266200eddfcadf5c1009cbc0a4de,0,"Highly active, not choosy when comes to food, easier to maintain, don't shed fur that much, prefers in-bound dog seeking loving fosterer.",d605cb217,1.0,4
10097,2,Bala,55,266,0,2,1,4,7,3,1,1,1,1,1,3,0,41326,0c340720c626d4eef6aa9a0f161ec8cd,0,"She was found with her twin brother Prince in our parking still closed eyes. I was a student of veterinary medicine at that time so I took them in my house and never thought that they may survive as they were very small. But they grew and became the love of my life. I have finished my study in Malaysia so I need to leave. They have been my beloved children who are very kind, both are talking kitties, very healthy and kind, very attached to the owner, totally indoor and toilet trained.She is spayed, vaccinated, dewormed and microchiped.Adopt her together with her twin brother as they are always attached to eachother...",50811e391,6.0,4
4153,1,"Bonnie, Callie, Lola, Foxy & Roxy",3,307,0,2,2,5,0,2,2,2,2,2,1,5,0,41327,cccb18b8f8b81862f9a1ebc65d651d22,0,5 Adorable females ready for a loving home Callie just adopted,3b7aad341,1.0,4
2410,2,Kittens (Tabbies),3,266,0,2,1,7,0,1,1,2,1,2,1,3,0,41327,52796d04a7281246b51584240547937a,0,"Hi cute-looking human out there, We were left with all our siblings in hunger condition without our mother. Not sure who had took all of us away from our mother, and dump us at the backlane of a shop. We were very hungry and we were almost eaten alive by surrounding stray dogs. In the midst of dying of hunger, luckily an angel came. He is the shop owner there, and he decided we should live, found all of us a temporarily foster home to take care of us. My fosterer took care of all of us when we were 4 weeks old, from sick, tiny and boney kittens. We are now healthy, playful and active 12 weeks old kittens. We thanked our rescuer and fosterer, for they have given us a chance to live. Please adopt us, we need a permanent home, as my fosterer said we are now healthy, big enough to be cared for easily and ready to be loved. Please give us a permanent loving home, and we promised to return your love. Thank you very much for adopting me. Please call/whatsapp/sms or to adopt me. Our adoption rules are as follow: 1. Kitten must be kept indoors to avoid accidents. 2. Kitten must follow up with the vaccinations. 3. Kitten must be spayed when reaches 6 months old. Rescuer Note: Kitten is not ready to be neutered yet until he/she is 6 months old. It is very important to neuter him/her when he/she is ready, as this will prevent him/her from getting lost. The male cat will wander off your home to find any female cat on heat, while the female cat will wander off when on heat, and will get pregnant. Risk of losing your cat is very high if you don't neuter them. And also your cat may risk injury due to fighting or your furniture will risk damage as well, as un-neutered cat is more aggressive.",cd2451ab4,7.0,3
809,2,Mommy & 3 Kittens,13,265,0,3,1,7,0,2,2,2,2,2,1,4,0,41401,9166bd2b5d68d32fbb9667bad3495133,0,"Hi all, Urgent adoption. This is comel with her kids (2 male & 1 female age 1mth Dob 26/4/). They are stray cats living in my condo apartment. The kittens are healthy and active and I've taken them to vet for medical check up (at Hayward clinic ampang). The mommy is really sweet and manja. They really need a home to stay and I wish some one who is kind to take care of them. Please whatapps or sms me at and you must take all of them since the kittens are still weaning.",53bcfd67d,11.0,1
8408,2,Kittens,2,299,0,3,1,3,7,2,1,2,2,2,1,5,0,41342,4f6ef36e5384e7bd85a2d52c266e085b,0,"The 5 cute kittens were born about mid last November () to our home female pet tabby. They are 2 months old, cute, curious, energetic & healthy kittens. The kittens are kept in a clean room at home and never released outside of home due to safety. This also makes them a clean bunch & disease free. My young family & i are unable to give our best attention & care to them. So we think its best for the kittens interest to be adopted by loving animal lovers. I hope the interested adopters will neuter & deworm the adopted kittens. please refer to kitten pictures, choose which you prefer & contact me.",cc3434ae1,3.0,4
596,1,"Reagan,Polly,London, Roxanne",2,64,307,3,2,5,0,2,1,2,1,2,1,4,0,41326,a042471e0f43f2cf707104a1a138a7df,0,"These siblings are very affectionate,loving and waiting for someone to bring them to proper home so that they can learn to be a good and loyal companion",7fd7b7583,8.0,3
1353,2,Aman,3,266,266,2,1,2,7,2,2,2,1,2,1,3,100,41326,7624cab040a7c72f340912ac395fbdfd,0,"i am a 3months old DSH lil' kitten, looking for a new owner... i'm female, potty trained and home breed... my owner had to let me go since my mummy is pregnant, again... for those who are interested can reach my owner through the number or email... price is definitely negotiable, just to cover his expenses before... p/s: i got 3 colors on me, probably gonna bring my new owner good luck, as some of you humans believes ;)",cf49e1549,3.0,4
11791,1,Pups,2,307,0,2,1,2,7,2,2,1,1,2,1,3,0,41401,9238e4f44c71a75282e62f7136c6b240,0,"These 3 cuties was dumped in a heavy raining night at the market, heard them was crying bad thought maybe hit by car, ran to market looking for them, saw a guy was kicking them away for going into market avoiding the rain, didn't think and took them back with me, plus been told now the market guard and manager has changed, whenever there have a stray or pups in the market area, they would call DBKL, now idiots dog catchers comes very often, and i was right the dog catchers came in the next morning, and been told they already caught many dogs lately. The things is i could safe them, but i couldn't keep them longer, cause we are running a coffee shop, been complain many times by customers, already paid lots money to dog catchers to safe our dogs, now there comes another 3 little dudes, now i total have 27 under my care, i urgently need to rehome them, they could only stay in cage 24/7, PLEASE! PLEASE! PLEASE! do consider to adopt them, this the only way for me to rescue more pups after rehome, do directly call or sms me if serious interested, thanks you!",7993d67e3,10.0,3
6395,1,Black Beauties,6,307,0,2,1,0,0,2,1,1,2,2,1,2,50,41326,5788b8639ed178795510a8cbe72ccc28,0,"These two sisters were living at a dirty rat infested back alley and rescued by my mum and I. They are very scared of new environments, but show no sign of aggression and are active and playful once comfortable (I know as they were playing with my dog in my house!). They are prefectly healthy and have lovely silky black fur. Adoption fee is to cover cost of 1st vaccination for each puppy(RM50 x 2). Anyone interested to adopt please contact Carol at. Thanks!",3be154287,3.0,1
4939,1,Pig Pig & Ngau Ngau,2,307,0,3,1,0,0,2,1,1,1,2,1,2,0,41326,050e4ee0a20c435c57753c1e873bccd5,0,"This 2 puppies were found outside the housing area, terrified and hiding in the drain when found. Currently they are being kept at my house and they are better off now. Quite active and playful. They will grow up into medium size dogs, hence not suitable to be kept in condo/apartment. Both of them has been vaccinated and dewormed.. We named the male as ""Ngau Ngau"" and the female as ""pig pig"". Ngau Ngau is ver active and enjoy ear cleaning so much, while pig pig is a shy little gal ..",f86b59db0,8.0,3
10594,2,"Sneaky, Playful, Calmie, Adventura",2,266,0,3,4,5,6,2,1,1,1,2,1,4,0,41326,bd646cb96f00a7c5bff955a4084872fc,0,"Their mother came to us few months ago, she was already pregnant when she came here. I suspect that she has been thrown out by a family as she is very friendly with people, stray cats usually run at the sight of strangers. She then gave birth to this 4 kittens (1 orange, 1 light grey, 1 whitish-grey, 1 greyish black) As I have already 16 stray cats now, I hope some kind soul would adopt them. I will subsidise for the spaying when they are mature enough, hope they could find a better home :)",45afc38e4,8.0,3
9601,1,Water Puppies (Five),1,307,0,3,1,2,7,2,2,2,2,2,1,5,0,41326,db784cbcf321e1d8856b312638b94113,0,"the current owner water hoses them THREE times a day. to prevent them from getting flu and shivering, we want to get them adopted to better homes. they are really cute and they have a lot of fur (fluffy). Lester Jenny will you adopt them? ================================================== Adopters are required to vaccinate and neuter them. We also kindly ask adopters to provide us updates with pictures after adopting them. ==================================================",f3082fa97,14.0,1
8815,1,Princess Anna & Elsa,2,307,0,2,1,2,5,2,1,2,1,2,1,2,0,41325,5b713a4d7902d3e516f80a0761afc403,0,"We rescued these 2 princess from the north south highway as a car abadoned them. They are superclose sisters....we do not know much of the pups parents or how big they will be...but so far they can adapt to older dogs and are very active. We hope they go to a loving home together and they are adopted in penang, kedah or even klang valley. We would also like to visit they are trully lovely kids.",394217006,5.0,2
890,2,Tiger And Honey,5,299,0,3,3,0,0,2,1,1,1,2,1,2,0,41336,0402c841cb307c11129bbd5f795e55ff,0,"Two love cats, is some ways husband and wife. Really majestic and friendly. They love belly rubs and hugs, specially the female who wants it more often. I took very good care of them and I would have kept them if I was not leaving the country. I need someone to give them a good home. They are very healthy and clean. If you are interested, please contact me.",80ae0a34f,4.0,2
5186,2,3 Little Kittens,3,265,0,3,1,0,0,2,2,2,2,2,1,3,0,41401,634e0d5d63e41fd6e6d643793d954fb8,0,"3 little kittens 2 males and 1 female Very active and playful If anyone able to adopt all 3 of them, I will give away for free the cage + litter box + water bottle + food bowl, with high hope that you will take good care of my pet and do not break them apart. They just lost their little sister from an unfortunate car accident. I am not sure what is their breed, but they do have a little bit of bengal stripes.",41a7d5bc2,4.0,3
2586,2,Apam,12,265,0,1,2,7,0,3,2,1,1,2,1,2,0,41326,55f43a91bf4b1564272b2bba7de74273,0,I have to let him go but only to trusted one (having a facebook account is a must to keep me updated). my sister is coming to stay with me and she's suffering from asthma. apam is very adorable you will fall in love with him at a first sight.,d1ef3e54a,6.0,3
14184,2,Coffee,3,292,299,3,2,7,0,2,1,2,2,2,1,3,0,41326,66044942690776d858708bfc7c166078,0,"stray cats following people around in village area. could easily get hit by car. look very pretty even as strays, will look really good with proper care. EMAIL ME, DONT COMMENT I MIGHT NOT GET THE MESSAGE. THANX",2fc5c49c1,5.0,2
2103,2,"Sara, Billy & Joe",6,299,0,3,1,2,7,2,2,1,1,1,1,3,0,41326,5dd2b92ebc0c577c449433ae41f00de5,0,"2 friendly male kittens and 1 shy female kitten. Rescued kittens when they were much younger. Because of high expenses and no time, we are unable to take care of the cats. Looking for a new loving home. Stay at Equine Park, Puchong.",9eb70b7c4,3.0,4
4647,2,Mama Cat + 4 Babies,13,265,0,3,4,6,7,1,2,2,2,2,1,4,50,41326,45a37134dca131caaecd98957eb3d123,0,"Mama cat + 4 babies for adoption. Ambil semua sekali. Tak boleh pisahkan. Mama cat ni dibuang di kawasan rumah. Dia beranak di dalam kereta yg dah rosak Note* Mama cat teramat-amat garang dengan kucing lain. Extremely garang! Lokasi: Seksyen 13, Shah Alam Contact: T&C Apply Terima kasih",49aaa4f94,1.0,4
8877,1,Monkey,2,307,0,2,1,2,0,2,2,2,2,2,1,3,0,41326,49ad1a9639c63010cff17a8a7b1d9382,0,very active Cute Cheeky Healthy Clean,923da13c4,3.0,4
13732,1,DELIGHTFUL PUPPIES!,3,307,0,3,1,2,5,2,1,2,1,2,1,4,0,41401,9dc662ce3243365c173dc9029aad6989,0,"Here are 4 beautiful puppies for adoption! They have been looked after well and are extremely healthy! They can be vaccinated before being adopted. My names for them: Top left - Perseus Top middle - Diana Top right - Sonya Bottom right - Conan Notes: 1. The dark brown, furry puppy in the bottom left image is not available. 2. The white-footed puppy in the bottom left picture (Conan) is the same one in the bottom right image. 3. The black and white-chested puppy (Diana) in the top middle picture is the same one in the bottom right picture. 4. The two black dogs are females.",a07a65495,1.0,4
1995,1,No Names Yet,1,78,189,3,1,2,0,1,1,2,1,2,1,2,0,41401,4b0837d028a13fb4710f66f2f3e26673,0,Have no experience with puppies/dogs,28d20bc71,5.0,1
13584,2,Hitam Dan Stoking,4,266,266,3,1,0,0,2,1,2,2,2,1,2,0,41401,5eaa98f8a38a7365ef5f84be280165c7,0,"I found these cats wondering for foods..so i took them and give them foods and shelters..however, i got many cats at my home and have to let go these two..they are cute and hyperactive..",e5f54d20e,6.0,2
4554,1,"Grizzly, Ginger, Drew, Dixie, Bella",1,307,0,3,2,3,5,2,1,1,1,1,1,3,0,41326,6442af3808c74f34c49b6c30ef415498,0,These are five precious rescued puppies. They are sturdy and absolutely charming. 2 Males and 3 females. They belonged to a highly protective mum who guarded them with high alert. Put in your request for adoption. ONLY TO GOOD HOMES. Please call...do not text.,79a9a7b05,5.0,2
